codigo,promedio_acumulado_programa_principal(pam),promedio_semestral_programa_principal(pcp),creditos_inscritos,participacion_total,cluster,perfil
c106364zz165193c,4.41,4.25,19,21.0,0,Perfil 1
c106373ek194453k,3.93,3.72,18,12.0,0,Perfil 1
c106388su39976y,4.15,3.0,0,32.0,0,Perfil 1
c106391rw4452v,4.0,3.9,0,7.0,0,Perfil 1
c106397am192337k,3.46,3.82,19,0.0,0,Perfil 1
c106398ou12994c,3.77,3.77,17,4.0,0,Perfil 1
c106412hf13255f,4.4,4.8,14,0.0,0,Perfil 1
c106415fu58153s,4.9,4.9,0,0.0,0,Perfil 1
c106436eh154101j,3.73,3.81,19,6.0,0,Perfil 1
c10643fs11863v,4.02,3.93,0,1.0,0,Perfil 1
c106444js245166t,4.11,5.0,16,1.0,0,Perfil 1
c106450kg338150f,3.41,2.23,9,2.0,1,Perfil 2
c106479sr423218m,4.33,4.47,17,16.0,0,Perfil 1
c10647cr209140y,4.1,4.8,12,0.0,0,Perfil 1
c106488ok6775a,4.02,3.93,0,0.0,0,Perfil 1
c10649fi18888o,4.41,4.22,18,15.0,0,Perfil 1
c1065pa254385i,4.14,4.4,0,1.0,0,Perfil 1
c10660cj148328y,3.81,4.32,0,19.0,0,Perfil 1
c10664an203413w,3.92,3.97,21,12.0,0,Perfil 1
c10664pb369147r,4.12,3.94,0,15.0,0,Perfil 1
c10666lv14059w,4.0,4.19,26,5.0,0,Perfil 1
c10667pb314115g,1.4,1.4,13,4.0,1,Perfil 2
c106lb37937u,4.4,4.2,18,13.0,0,Perfil 1
c107110eu48260p,4.12,4.36,0,14.0,0,Perfil 1
c107111rw495221h,4.16,4.35,21,0.0,0,Perfil 1
c107119qd340253o,4.04,4.28,0,5.0,0,Perfil 1
c107120dg289191i,3.58,3.58,17,0.0,0,Perfil 1
c107123ii469324i,2.32,2.32,0,7.0,1,Perfil 2
c107130he464286d,4.3,4.25,17,31.0,0,Perfil 1
c107130lz356297m,3.79,3.84,20,10.0,0,Perfil 1
c107132ju465118u,4.4,4.33,0,31.0,0,Perfil 1
c107133io339235y,4.04,4.04,0,0.0,0,Perfil 1
c107139oz488101k,4.44,4.9,0,9.0,0,Perfil 1
c107145wc35334s,3.63,3.59,0,4.0,0,Perfil 1
c107151be178441s,3.96,4.71,33,4.0,0,Perfil 1
c107156yz357339e,3.56,3.0,18,12.0,1,Perfil 2
c107158kf25715y,4.31,4.48,18,3.0,0,Perfil 1
c107167zm123105e,4.07,5.0,0,1.0,0,Perfil 1
c107247qw19356x,3.6,3.56,20,4.0,0,Perfil 1
c107275as207302w,4.42,5.0,0,16.0,0,Perfil 1
c107275og28445h,3.43,3.51,11,18.0,0,Perfil 1
c107285wm335338x,4.13,4.7,14,1.0,0,Perfil 1
c107304bi390366y,3.97,4.6,10,0.0,0,Perfil 1
c107313eq488380a,4.49,4.64,16,43.0,0,Perfil 1
c107329xg220170f,4.12,3.86,20,0.0,0,Perfil 1
c10732ab7526e,4.05,5.0,0,34.0,0,Perfil 1
c107351bo466126j,4.48,4.56,0,5.0,0,Perfil 1
c107353ad8451d,4.25,4.64,19,6.0,0,Perfil 1
c107382tc80452b,1.36,0.86,16,0.0,1,Perfil 2
c107383sn49197a,3.38,3.38,0,1.0,1,Perfil 2
c107385lb40431s,4.67,5.0,0,3.0,0,Perfil 1
c107403si307158b,3.85,3.85,0,0.0,0,Perfil 1
c107413hb155218k,4.31,4.3,12,1.0,0,Perfil 1
c107415fc205275p,4.16,4.16,25,5.0,0,Perfil 1
c107416vx339201c,3.85,4.6,0,4.0,0,Perfil 1
c107416yg270457f,3.03,2.5,17,0.0,1,Perfil 2
c107419wt483399n,4.16,4.27,0,11.0,0,Perfil 1
c10741fr449127u,4.32,4.56,0,15.0,0,Perfil 1
c10741wl348492k,3.78,4.4,16,0.0,0,Perfil 1
c10742ft500271x,3.85,3.98,20,9.0,0,Perfil 1
c107431dn465278h,4.09,4.8,0,4.0,0,Perfil 1
c107432yi42568s,3.48,3.64,18,0.0,1,Perfil 2
c10743wl48473r,2.92,2.92,0,4.0,1,Perfil 2
c107455or421153f,3.83,4.1,10,0.0,0,Perfil 1
c107463yg32684c,2.85,2.85,17,2.0,1,Perfil 2
c107468eh269474b,3.81,3.81,18,3.0,0,Perfil 1
c107471yr16538j,4.41,4.99,33,6.0,0,Perfil 1
c10747md335217w,3.41,3.41,18,0.0,1,Perfil 2
c107481xz274342c,3.98,3.98,25,5.0,0,Perfil 1
c107484uc393353i,4.07,3.5,18,3.0,0,Perfil 1
c107484vs75174e,3.23,3.84,17,6.0,1,Perfil 2
c107485xs4938j,3.19,3.19,0,6.0,1,Perfil 2
c107486tg236475v,3.12,2.62,16,1.0,1,Perfil 2
c107496xi39249r,3.56,3.43,0,2.0,1,Perfil 2
c107498jq393204w,4.25,4.8,2,1.0,0,Perfil 1
c10764oc184456p,1.64,1.64,0,3.0,1,Perfil 2
c10771vx193234i,4.12,4.12,0,2.0,0,Perfil 1
c10778jh30250n,4.18,4.29,17,3.0,0,Perfil 1
c10786sb17682i,4.18,5.0,10,0.0,0,Perfil 1
c10790jj456376w,4.17,4.4,0,16.0,0,Perfil 1
c10796yx137399c,4.01,4.91,0,0.0,0,Perfil 1
c10797do439392p,3.47,3.2,0,54.0,0,Perfil 1
c1079rc71203o,3.94,3.86,16,12.0,0,Perfil 1
c1080ki14819z,4.13,4.02,0,4.0,0,Perfil 1
c108101jh97332a,3.54,3.58,9,3.0,0,Perfil 1
c108102jd5162j,4.27,5.0,0,31.0,0,Perfil 1
c108102zp156161c,3.7,3.94,20,26.0,0,Perfil 1
c108103vk200229q,3.75,4.03,22,22.0,0,Perfil 1
c108103xe317459i,3.83,4.06,22,27.0,0,Perfil 1
c108133co4834z,4.6,4.6,0,0.0,0,Perfil 1
c108134pe254226h,3.46,3.96,0,1.0,0,Perfil 1
c108139uv415217x,3.69,4.6,0,8.0,0,Perfil 1
c108143ew127211o,4.05,4.06,0,5.0,0,Perfil 1
c10814ym173494s,3.53,2.96,19,12.0,1,Perfil 2
c108153ov236477t,3.28,3.28,19,3.0,1,Perfil 2
c108183xh499186z,3.9,4.9,14,0.0,0,Perfil 1
c108185pf484426r,3.63,3.65,19,13.0,0,Perfil 1
c108190qk417198q,3.17,4.6,13,1.0,0,Perfil 1
c108195ek64225p,3.92,4.7,0,6.0,0,Perfil 1
c108195jd254308m,4.2,4.9,33,19.0,0,Perfil 1
c108205ls449239i,4.32,4.62,33,0.0,0,Perfil 1
c108206et121148s,4.58,4.9,33,12.0,0,Perfil 1
c108207iu86358k,2.97,2.6,21,2.0,1,Perfil 2
c108216pe10417e,4.06,4.58,16,43.0,0,Perfil 1
c108217oq108140a,3.53,3.72,8,21.0,0,Perfil 1
c108218os122169k,3.72,3.5,16,8.0,0,Perfil 1
c10821as71383p,4.23,4.53,0,17.0,0,Perfil 1
c108223gv142124s,3.45,3.1,10,0.0,1,Perfil 2
c108235po494274x,4.19,4.0,0,3.0,0,Perfil 1
c108249em149457x,3.62,2.67,0,21.0,1,Perfil 2
c108255pb99156m,3.1,2.14,0,6.0,1,Perfil 2
c108257ca378285v,3.72,3.72,0,0.0,0,Perfil 1
c108259vq267129y,3.79,4.09,15,0.0,0,Perfil 1
c108269vk259275i,3.79,4.25,0,10.0,0,Perfil 1
c108270rl438368g,4.46,4.54,0,8.0,0,Perfil 1
c108272wu232125n,4.8,4.8,0,0.0,0,Perfil 1
c108278we101370s,4.24,4.8,0,1.0,0,Perfil 1
c108285vc441263z,3.57,4.23,0,8.0,0,Perfil 1
c108299wo267120j,3.33,3.33,18,0.0,1,Perfil 2
c108299zb337400g,3.52,3.87,18,3.0,0,Perfil 1
c108301ya469117r,3.74,3.74,19,3.0,0,Perfil 1
c108302jy252469w,3.96,4.85,0,3.0,0,Perfil 1
c10830ny60162i,3.36,3.31,0,11.0,1,Perfil 2
c108331qg40432t,3.9,4.5,0,4.0,0,Perfil 1
c108358aw351364r,4.45,4.5,9,16.0,0,Perfil 1
c108362lw201468s,3.91,3.98,17,4.0,0,Perfil 1
c108366bl459107i,4.63,4.8,16,2.0,0,Perfil 1
c108368ze350473d,4.41,4.43,16,3.0,0,Perfil 1
c108369rq13361h,4.58,4.73,0,4.0,0,Perfil 1
c108371yg33480u,4.64,5.0,12,13.0,0,Perfil 1
c10837zh481378j,3.84,4.22,0,27.0,0,Perfil 1
c10838rt320362t,4.27,4.3,0,6.0,0,Perfil 1
c108401oh365221f,3.88,4.58,33,0.0,0,Perfil 1
c10840ci20262j,4.29,4.92,0,29.0,0,Perfil 1
c108411vl70185j,4.58,4.59,21,20.0,0,Perfil 1
c108413yn20368w,4.29,4.9,0,20.0,0,Perfil 1
c108416ws315346i,4.43,5.0,16,0.0,0,Perfil 1
c108420ku97274r,4.42,4.42,19,3.0,0,Perfil 1
c108447xg319135l,2.64,2.64,15,0.0,1,Perfil 2
c108451ib40943l,4.35,4.86,0,2.0,0,Perfil 1
c1084um215204f,4.09,3.38,17,24.0,0,Perfil 1
c1085ik6839z,3.54,3.54,11,0.0,1,Perfil 2
c10864jz144404l,4.43,4.72,0,3.0,0,Perfil 1
c10866te73319f,4.24,4.21,0,13.0,0,Perfil 1
c10878rt34448q,3.6,3.1,9,5.0,1,Perfil 2
c10898zi144193d,4.3,5.0,0,14.0,0,Perfil 1
c109153pt381466x,3.81,4.0,0,2.0,0,Perfil 1
c109159po343207t,4.03,4.3,18,27.0,0,Perfil 1
c109202ia131153a,4.06,4.17,23,12.0,0,Perfil 1
c109206hg203305e,4.56,4.66,0,15.0,0,Perfil 1
c109223qw229494c,1.74,1.74,0,2.0,1,Perfil 2
c109242qz259148n,4.36,4.31,1,8.0,0,Perfil 1
c109253hh190396w,4.27,4.27,0,0.0,0,Perfil 1
c109256lu247391a,4.52,4.51,22,38.0,0,Perfil 1
c109257bt230416r,3.94,3.82,15,13.0,0,Perfil 1
c109257sb4619y,3.85,4.18,18,7.0,0,Perfil 1
c109260qb251338h,4.15,4.32,16,6.0,0,Perfil 1
c109262ne369413s,4.07,4.54,0,15.0,0,Perfil 1
c109264wj29272c,3.78,4.06,0,21.0,0,Perfil 1
c109268bh90149l,4.09,4.52,14,3.0,0,Perfil 1
c109272ai279295r,4.11,0.18,0,0.0,1,Perfil 2
c109283pe424470o,2.35,2.18,0,2.0,1,Perfil 2
c109291mm663d,2.9,2.9,18,0.0,1,Perfil 2
c109303yy41681x,4.56,4.62,0,5.0,0,Perfil 1
c109307uz428168e,4.7,4.7,0,0.0,0,Perfil 1
c109336de224107z,3.92,4.6,0,9.0,0,Perfil 1
c109347xi11437a,3.5,3.5,17,5.0,1,Perfil 2
c109356tc276468d,4.07,4.9,14,0.0,0,Perfil 1
c109383xu163182b,3.82,4.45,0,26.0,0,Perfil 1
c109398ij224329y,4.18,4.98,33,0.0,0,Perfil 1
c109409wo321478m,4.2,4.73,16,33.0,0,Perfil 1
c109410wm443171x,3.69,3.43,16,5.0,0,Perfil 1
c109414ej488176a,4.48,4.2,0,13.0,0,Perfil 1
c109417vn398426k,4.62,5.0,0,11.0,0,Perfil 1
c109428no449495h,4.42,4.54,19,14.0,0,Perfil 1
c10942qm311466g,4.05,4.51,0,32.0,0,Perfil 1
c109438ia127272d,3.98,3.89,16,9.0,0,Perfil 1
c109446kw413285n,3.43,3.43,19,0.0,1,Perfil 2
c10944ll491386c,3.9,4.71,0,7.0,0,Perfil 1
c109451oo484465x,3.91,4.9,11,0.0,0,Perfil 1
c109455px11237y,4.47,4.56,23,15.0,0,Perfil 1
c109456vb259279n,3.56,2.7,7,20.0,1,Perfil 2
c109460os305335r,2.09,0.41,16,3.0,1,Perfil 2
c109460ss40398w,3.93,5.0,0,0.0,0,Perfil 1
c109463am407412u,4.33,4.9,14,12.0,0,Perfil 1
c109474fo146413i,4.1,4.1,0,0.0,0,Perfil 1
c109479wy222110a,4.7,4.7,12,0.0,0,Perfil 1
c109484cs22581y,3.05,3.09,16,0.0,1,Perfil 2
c10949ak2557l,3.65,3.33,18,13.0,0,Perfil 1
c10949qa371460y,3.87,3.91,0,2.0,0,Perfil 1
c10973iw286353x,4.05,4.05,8,8.0,0,Perfil 1
c10976wa177411k,3.98,4.53,33,23.0,0,Perfil 1
c10978qf6196r,3.53,3.87,0,5.0,0,Perfil 1
c1097pm499z,3.29,2.33,9,0.0,1,Perfil 2
c10986fa17635u,4.53,5.0,0,10.0,0,Perfil 1
c10992xm12666y,4.08,4.24,0,0.0,0,Perfil 1
c10994ue450378l,3.76,3.82,14,0.0,0,Perfil 1
c10998mn122385r,4.18,4.18,25,4.0,0,Perfil 1
c110125iv32326l,3.86,4.5,1,8.0,0,Perfil 1
c110128px242467m,4.16,4.63,0,14.0,0,Perfil 1
c110138gz107210f,3.93,4.1,10,0.0,0,Perfil 1
c110138km47927n,3.72,4.6,16,6.0,0,Perfil 1
c11014ue10583w,3.86,3.86,0,2.0,0,Perfil 1
c110153mi214126z,3.31,3.63,15,4.0,1,Perfil 2
c110154ar446369u,4.62,4.9,0,15.0,0,Perfil 1
c110158ou377345n,4.2,4.61,33,19.0,0,Perfil 1
c110163ev428395o,4.32,4.32,19,1.0,0,Perfil 1
c110169vq28729k,3.56,4.38,0,3.0,0,Perfil 1
c110176iv20290z,2.86,2.86,16,3.0,1,Perfil 2
c11018tb151377a,4.3,4.3,0,0.0,0,Perfil 1
c110192jq66283a,4.02,4.02,16,4.0,0,Perfil 1
c110198db246190a,4.12,4.07,0,14.0,0,Perfil 1
c110201wa236260x,4.04,4.8,0,0.0,0,Perfil 1
c110203pq179384d,3.48,3.48,18,8.0,1,Perfil 2
c110211do237135k,4.22,3.95,0,12.0,0,Perfil 1
c11021pb9690k,3.79,4.3,14,0.0,0,Perfil 1
c110225zk340348e,3.59,3.4,6,18.0,0,Perfil 1
c110238hp125448y,2.87,1.15,20,2.0,1,Perfil 2
c110264zh107237h,3.78,3.9,0,6.0,0,Perfil 1
c110269mp140463b,3.99,4.34,14,0.0,0,Perfil 1
c11026xo197455d,3.37,4.3,10,0.0,0,Perfil 1
c110277to21255p,3.63,3.53,18,5.0,0,Perfil 1
c11027sh320491y,4.14,5.0,0,25.0,0,Perfil 1
c110284lm36429y,3.31,2.75,0,14.0,1,Perfil 2
c110287rr273399o,4.82,4.82,0,0.0,0,Perfil 1
c110292kx255122b,3.89,4.75,0,7.0,0,Perfil 1
c1102ul411264g,2.68,2.68,18,0.0,1,Perfil 2
c110301ew257470w,3.95,4.11,15,21.0,0,Perfil 1
c110303so298429d,3.82,4.0,0,40.0,0,Perfil 1
c110304eo427474u,3.97,3.95,23,10.0,0,Perfil 1
c11030zj23275l,4.24,4.48,14,11.0,0,Perfil 1
c110311rc322243j,3.03,2.12,17,5.0,1,Perfil 2
c110312vi179284d,4.37,4.96,0,9.0,0,Perfil 1
c110328ri54307l,4.11,4.36,12,0.0,0,Perfil 1
c110355fa48776i,4.43,4.43,0,3.0,0,Perfil 1
c110356oc361421q,4.02,4.3,16,27.0,0,Perfil 1
c110362jd331193x,3.31,3.35,12,6.0,1,Perfil 2
c110367yi386199c,3.86,4.8,14,5.0,0,Perfil 1
c11037sl232157i,4.4,4.53,0,8.0,0,Perfil 1
c110383yr292285d,3.56,3.33,16,17.0,0,Perfil 1
c11040ly255141v,4.2,4.2,0,4.0,0,Perfil 1
c110410nn141187o,3.91,4.9,0,2.0,0,Perfil 1
c110411wd383453y,3.16,3.4,14,0.0,1,Perfil 2
c110417qy3074b,4.15,4.48,0,13.0,0,Perfil 1
c110426lc99484m,3.65,3.36,18,9.0,0,Perfil 1
c11043zt28787x,4.16,4.58,0,6.0,0,Perfil 1
c110448bc97114b,4.1,4.19,22,5.0,0,Perfil 1
c110450ej4217b,4.45,4.61,0,9.0,0,Perfil 1
c110456sm19260i,4.55,4.69,18,15.0,0,Perfil 1
c110465fq480285t,4.23,4.51,0,2.0,0,Perfil 1
c110466sx345260x,3.93,4.53,0,13.0,0,Perfil 1
c110481wa424280v,4.04,4.4,14,1.0,0,Perfil 1
c110482at250444l,4.08,4.2,21,14.0,0,Perfil 1
c110497nn20419w,3.88,4.39,17,14.0,0,Perfil 1
c110500hg89299s,4.05,4.8,0,51.0,0,Perfil 1
c11059my492438y,3.73,4.55,13,1.0,0,Perfil 1
c11083xo190467k,3.95,4.14,16,19.0,0,Perfil 1
c11089md2399p,4.45,5.0,0,8.0,0,Perfil 1
c11091tr369299n,3.92,4.66,33,0.0,0,Perfil 1
c11097hn280258o,4.0,3.9,0,0.0,0,Perfil 1
c11102hh23512n,3.67,4.0,14,0.0,0,Perfil 1
c111112yp274188d,4.01,4.4,14,0.0,0,Perfil 1
c111128ty383430u,4.58,4.58,0,3.0,0,Perfil 1
c111136gg295227c,3.74,4.4,0,4.0,0,Perfil 1
c111144qv233244h,4.29,4.41,0,16.0,0,Perfil 1
c111155dk183367l,3.67,3.67,25,7.0,0,Perfil 1
c111174ch470140a,3.93,3.5,0,7.0,0,Perfil 1
c111181xi347182v,3.82,2.8,0,5.0,1,Perfil 2
c111182wh114375d,4.19,4.4,18,8.0,0,Perfil 1
c111191cn329225f,3.82,4.18,0,22.0,0,Perfil 1
c111192dv341219d,2.58,0.63,18,3.0,1,Perfil 2
c111199wc462332q,4.09,4.9,14,3.0,0,Perfil 1
c1111hb89426v,4.07,4.2,0,14.0,0,Perfil 1
c1111na331317t,4.21,4.8,16,5.0,0,Perfil 1
c1111wk224456s,3.64,4.4,13,0.0,0,Perfil 1
c111218yv13173k,4.68,5.0,16,0.0,0,Perfil 1
c111224wu483128g,4.31,4.78,33,7.0,0,Perfil 1
c111225uq68455g,3.74,4.51,17,0.0,0,Perfil 1
c111231si26449d,3.72,3.83,22,11.0,0,Perfil 1
c111232ol131173l,3.3,3.23,20,10.0,1,Perfil 2
c111243fu392129a,4.24,4.9,0,23.0,0,Perfil 1
c111260ez55191n,3.83,4.8,0,7.0,0,Perfil 1
c111268mz377443n,1.42,1.42,14,0.0,1,Perfil 2
c111269pn40461q,4.17,4.32,0,28.0,0,Perfil 1
c111273ec15262c,4.31,4.4,15,2.0,0,Perfil 1
c111274sx229156p,3.42,3.42,25,3.0,1,Perfil 2
c111279ah237121r,3.89,4.5,0,3.0,0,Perfil 1
c111280po239261g,4.02,5.0,0,2.0,0,Perfil 1
c111290uv181245f,3.39,3.46,17,0.0,1,Perfil 2
c111305hc215492o,3.73,3.46,20,5.0,0,Perfil 1
c111307ss476406a,3.91,4.88,0,3.0,0,Perfil 1
c111317nu441387x,3.21,2.9,0,21.0,1,Perfil 2
c111327sr280336b,4.15,4.83,18,0.0,0,Perfil 1
c111333ti161277y,4.05,4.32,0,22.0,0,Perfil 1
c111350by179108e,4.2,4.34,0,16.0,0,Perfil 1
c111368fh85267q,3.54,3.62,0,1.0,0,Perfil 1
c111370ra216299r,3.91,4.4,0,3.0,0,Perfil 1
c111374lz30219k,4.38,4.54,19,11.0,0,Perfil 1
c111377be300221p,4.08,4.7,0,1.0,0,Perfil 1
c11137zp309133a,2.76,2.27,18,1.0,1,Perfil 2
c111392vm475486s,4.15,4.25,10,10.0,0,Perfil 1
c111416xn462453v,4.29,4.39,12,1.0,0,Perfil 1
c11142jw140204m,3.82,3.41,18,3.0,0,Perfil 1
c11142xu391426m,4.24,4.48,0,13.0,0,Perfil 1
c111431kx153248i,3.99,4.9,14,0.0,0,Perfil 1
c111432ex330315j,3.09,2.8,17,0.0,1,Perfil 2
c111432ll30742s,4.08,4.2,0,27.0,0,Perfil 1
c11143zg4229e,3.59,4.5,0,5.0,0,Perfil 1
c111440mu422448b,3.89,4.74,33,0.0,0,Perfil 1
c111456cu180239n,4.05,4.3,0,12.0,0,Perfil 1
c111456of434380b,4.39,4.43,18,9.0,0,Perfil 1
c111462oe32016y,4.15,4.78,33,15.0,0,Perfil 1
c111470rz415326e,4.4,4.49,21,28.0,0,Perfil 1
c111475cy36945o,3.49,3.38,21,10.0,1,Perfil 2
c111477ep233273n,3.5,3.24,18,4.0,1,Perfil 2
c111489nq10079u,4.04,4.5,0,0.0,0,Perfil 1
c1114pw269136a,3.05,3.1,14,6.0,1,Perfil 2
c1114rx458168s,2.3,2.3,18,6.0,1,Perfil 2
c11151xx165488b,4.19,4.5,0,13.0,0,Perfil 1
c11153uw481444z,3.92,4.6,0,22.0,0,Perfil 1
c11158vp19281f,4.44,4.68,0,48.0,0,Perfil 1
c1115bd280298y,3.44,0.47,24,0.0,1,Perfil 2
c11164du371166s,4.0,4.4,18,30.0,0,Perfil 1
c11171ft339168b,3.96,4.61,33,2.0,0,Perfil 1
c11174uk283452j,3.69,3.87,25,6.0,0,Perfil 1
c11177dm412494e,3.27,3.27,0,1.0,1,Perfil 2
c11177rf461368k,4.59,4.6,3,1.0,0,Perfil 1
c11178es397141o,3.89,3.87,18,10.0,0,Perfil 1
c11185fk216297c,3.39,3.6,0,54.0,0,Perfil 1
c11185oi144321v,4.16,4.35,0,16.0,0,Perfil 1
c11188xu106307k,3.67,4.31,0,15.0,0,Perfil 1
c11195sl16173x,4.58,4.78,0,9.0,0,Perfil 1
c11198ig436417x,4.11,4.11,18,5.0,0,Perfil 1
c11199ig476355f,2.96,2.96,17,4.0,1,Perfil 2
c1119ex158196c,3.39,3.51,0,9.0,1,Perfil 2
c11202kt475477s,3.83,3.57,20,3.0,0,Perfil 1
c11206cs151389x,3.07,3.07,17,4.0,1,Perfil 2
c112101tx289217u,4.03,4.7,13,0.0,0,Perfil 1
c112103vm468335i,3.38,3.61,0,12.0,0,Perfil 1
c112105iq228103v,4.31,4.28,0,0.0,0,Perfil 1
c112111wj481362m,4.08,4.7,10,0.0,0,Perfil 1
c112118gl282456p,4.7,4.8,0,27.0,0,Perfil 1
c112128uv49862u,3.64,4.4,18,24.0,0,Perfil 1
c112134ns166422t,4.34,4.31,23,14.0,0,Perfil 1
c112138kk45391x,4.16,4.66,0,9.0,0,Perfil 1
c112142sh302248s,3.59,3.59,0,2.0,0,Perfil 1
c11214cq337235t,3.64,4.2,0,30.0,0,Perfil 1
c112166xc487319s,4.33,4.33,0,8.0,0,Perfil 1
c112172pn27256w,4.45,5.0,0,6.0,0,Perfil 1
c112174fc62141o,3.4,4.34,11,1.0,0,Perfil 1
c112186wv357129j,3.79,3.55,20,1.0,0,Perfil 1
c112188lb200495y,3.85,4.23,0,17.0,0,Perfil 1
c112188zx110237p,4.07,4.0,23,12.0,0,Perfil 1
c112199eh29324q,4.33,4.8,20,0.0,0,Perfil 1
c112199fj47051z,3.79,4.4,17,6.0,0,Perfil 1
c112205no260182p,3.44,3.57,0,3.0,1,Perfil 2
c112208lf319201p,4.03,4.4,0,8.0,0,Perfil 1
c112216fk298179l,3.91,4.6,0,7.0,0,Perfil 1
c112218xu71264j,3.36,3.62,19,21.0,0,Perfil 1
c11221td48698a,3.89,4.66,33,1.0,0,Perfil 1
c11221yq244258p,4.02,4.4,0,0.0,0,Perfil 1
c112227xx14861p,3.86,4.12,19,11.0,0,Perfil 1
c112237ho312298s,4.14,5.0,0,0.0,0,Perfil 1
c112240pg260206j,3.77,3.82,0,13.0,0,Perfil 1
c112260lx245377q,3.69,4.7,12,0.0,0,Perfil 1
c112263dk674s,3.15,3.15,0,1.0,1,Perfil 2
c112266zs19487z,4.05,4.21,0,21.0,0,Perfil 1
c112270lq222221p,3.06,1.75,0,6.0,1,Perfil 2
c112271ki75274j,4.34,4.95,13,0.0,0,Perfil 1
c1122bz489118c,3.69,4.5,0,8.0,0,Perfil 1
c1122es35845b,4.28,3.94,0,44.0,0,Perfil 1
c112301hd97283c,3.65,4.6,0,6.0,0,Perfil 1
c11230ge112116s,3.94,4.05,18,4.0,0,Perfil 1
c112310pr108389l,3.9,4.3,22,0.0,0,Perfil 1
c112313ju213214f,4.2,4.12,25,12.0,0,Perfil 1
c112316iv215277q,3.42,3.56,0,12.0,0,Perfil 1
c112322in461244x,4.3,4.43,21,21.0,0,Perfil 1
c112325xs164195p,3.53,3.55,21,7.0,0,Perfil 1
c112337li145271k,3.8,3.51,20,16.0,0,Perfil 1
c112339bg26351p,4.37,4.62,0,18.0,0,Perfil 1
c112360vo30493u,4.45,4.52,0,8.0,0,Perfil 1
c112363ov169494e,3.93,4.8,16,4.0,0,Perfil 1
c112366en287154o,4.27,4.55,20,55.0,0,Perfil 1
c112368qj222182j,3.7,3.87,14,22.0,0,Perfil 1
c112384jb146334x,3.85,4.7,16,6.0,0,Perfil 1
c112389in320269q,4.25,4.58,0,18.0,0,Perfil 1
c11238zn479182d,2.88,0.83,16,22.0,1,Perfil 2
c11239kj368192l,2.9,2.26,14,3.0,1,Perfil 2
c112402nz29140d,3.92,4.8,14,0.0,0,Perfil 1
c112416oa353235w,4.2,4.03,20,12.0,0,Perfil 1
c112427iu4736p,3.5,3.8,15,1.0,0,Perfil 1
c112429rh75223e,4.42,4.8,0,0.0,0,Perfil 1
c112439nn155366q,3.26,3.07,24,0.0,1,Perfil 2
c112454nk243145q,3.71,3.41,0,7.0,0,Perfil 1
c112455tg16139v,4.19,4.2,0,3.0,0,Perfil 1
c112459vy283403h,3.91,4.2,16,0.0,0,Perfil 1
c112465fl45238g,4.02,4.57,17,8.0,0,Perfil 1
c11246gl277349p,4.41,4.8,0,12.0,0,Perfil 1
c112473fb227480g,4.4,4.5,0,13.0,0,Perfil 1
c112479vo387340t,4.05,4.84,0,2.0,0,Perfil 1
c112482ml356168r,3.58,4.6,10,0.0,0,Perfil 1
c112487kc26119v,3.58,3.68,0,3.0,0,Perfil 1
c11248na161446d,4.13,4.31,20,8.0,0,Perfil 1
c1124jp387118m,4.38,4.44,16,18.0,0,Perfil 1
c1124ri51304w,3.93,4.6,16,13.0,0,Perfil 1
c11251gj13858i,3.92,3.88,25,8.0,0,Perfil 1
c11257ya267447g,3.88,3.98,21,8.0,0,Perfil 1
c11259es251192g,4.47,4.53,0,16.0,0,Perfil 1
c1125em61182k,4.43,4.6,0,16.0,0,Perfil 1
c11261gd212118x,3.21,2.92,16,0.0,1,Perfil 2
c11263yu92200q,3.79,4.04,0,0.0,0,Perfil 1
c11268mu370267c,3.12,2.97,15,1.0,1,Perfil 2
c11271xw434242q,4.17,4.56,0,8.0,0,Perfil 1
c11275bw203452x,4.06,4.5,0,14.0,0,Perfil 1
c11278qx369320h,4.11,4.9,0,21.0,0,Perfil 1
c11280xl317176h,4.04,3.92,14,20.0,0,Perfil 1
c11295vg165442l,1.69,1.69,0,7.0,1,Perfil 2
c11297ds372316o,3.48,3.49,19,30.0,0,Perfil 1
c112wg139273v,3.58,4.4,14,0.0,0,Perfil 1
c11301vq421347b,4.46,4.8,13,0.0,0,Perfil 1
c11309ln366228c,3.61,4.1,8,0.0,0,Perfil 1
c113101fy33208b,3.08,2.71,17,0.0,1,Perfil 2
c113107ct228458e,4.32,4.8,16,0.0,0,Perfil 1
c11310ho140100l,3.76,4.1,14,0.0,0,Perfil 1
c113111as96103s,4.15,5.0,0,13.0,0,Perfil 1
c113118ok77196a,3.75,3.83,0,1.0,0,Perfil 1
c113118tg12103f,4.06,4.9,0,2.0,0,Perfil 1
c11311ix61256l,3.64,4.6,10,0.0,0,Perfil 1
c113120la36275w,1.15,1.15,16,2.0,1,Perfil 2
c113120lb30214d,4.39,4.71,33,7.0,0,Perfil 1
c113121xm146177g,4.07,4.02,20,7.0,0,Perfil 1
c113132eg159213p,3.72,3.76,20,12.0,0,Perfil 1
c113135fd113219n,3.5,3.52,19,9.0,0,Perfil 1
c113141ca26386n,4.2,4.11,0,2.0,0,Perfil 1
c113143il494261n,4.56,4.63,0,26.0,0,Perfil 1
c113150az423207h,3.69,4.47,14,0.0,0,Perfil 1
c11315hn23368t,3.23,2.81,10,7.0,1,Perfil 2
